Hotel Name,Content,Rating,Date of stay,
Ascott Raffles Place Singapore (SG Clean),"This was a great hotel to stay in for the formula one being only 5 minutes walk from gate 6 and about 20 minutes from gate 10. The hotel is very clean and well located and the staff are excellent in terms of friendliness and efficiency of service. The hotel does an excellent breakfast that is reasonably priced (for Singapore!) at $20 per person and includes fresh fruit, cereals and cooked offering such as pancakes or eggs. Location is great with MRT station entrance right outside and only a short walk to restaurants and the Marina Bay facilities. Rooms are a reasonable size and well maintained, bathrooms are very nice with rain shower and full bath. Lovely inifinity swimming pool on the top floor along with a jacuzzi on the roof. Hotel staff knowledge of local area was not so great, we were often directed to places much farther away than necessary or told things were closed when they were not but that is a minor issue with an otherwise great hotel.",8,26-Sep-13,
Ascott Raffles Place Singapore (SG Clean),Excellent location. Great rooms with large beds and bathrooms. Excellent staff who are very cooperative.,10,10-Sep-13,
Ascott Raffles Place Singapore (SG Clean),"Bathroom was great but shower wand was situated to low on wall and in a corner so there was no way to stand under it. There was a separate ceiling shower head, big if wanted a rinse without washing hair, forget it.
Hot water heater was flaky. Half my mornings, had a cold shower.
No top sheet was on the bed. I complained the first night and someone brought one up, but it happened every night....I just pray they change the comforter cover between guests.
Location was really nice. Easy to MRT and within walking distance of many great restaurants/sights. Pool was cool.
Hot tub had harsh chemicals in them that literally burnt our skin... Stay away from those.
If I had to do it over again would pass for the reasons mentioned.",6,16-May-14,
Ascott Raffles Place Singapore (SG Clean),"the tap was not working, couldn't stop the water.
the room condition is a bit old, and smell not very pleasant too",6,6-Aug-15,
Ascott Raffles Place Singapore (SG Clean),"Have a great stay. Arrived early and they offered me a room early, with no view. Should have waited. Although the room was beautiful, it felt a bit claustrophobic looking straight onto another building. Was extremely quiet. I requested a room change the next day and they were able to accommodate. Was very nice view. The room was very very comfortable with apartment types of amenities. Very much enjoyed my stay. Extremely relaxing. Staff was incredible. Would highly recommend.",10,23-Mar-12,
Ascott Raffles Place Singapore (SG Clean),"Wow, this is one of the better places I've stayed in - everything from the amenities to the view to the location. Simply amazing!

They have really awesome usable utensils and an induction stove with a microwave+grill oven, and you can basically whip up anything with the gear they have.

The rooftop jacuzzi and the infinity pool is another key attraction of the place, overlooking the business district of Singapore...",10,19-Feb-12,
Ascott Raffles Place Singapore (SG Clean),"It was nice place for business trip. Quite, clean, very good location,",8,23-Sep-13,
Ascott Raffles Place Singapore (SG Clean),very cosy bedding and nice accomodation is impressive. near to subway station and the easy to move around. It's totally recommandable place to stay.,8,10-Mar-16,
Ascott Raffles Place Singapore (SG Clean),"The room I stayed is spacy, but does not have big windows. There are small windows from which only the next building which is very close to Ascott can see. No daylight is coming.
So the feeling there is as if I am staying in the attic. However, it is OK for just staying for sleep.
Staff is very kind and well trained. I would choose this hotel for long stay, provided that I can get a room facing the street.",8,17-Mar-16,
Ascott Raffles Place Singapore (SG Clean),It's a nice place with excellent location. Will definitely recommend if you are in Singapore,8,30-Apr-16,
Ascott Raffles Place Singapore (SG Clean),"Great location but with poor facilities. During my stay at hotel, there was blackout in the middle of the night, although the staff were very helpful, I do believe the hotel need to improve the facility management.",8,6-Oct-16,
Ascott Raffles Place Singapore (SG Clean),"Good and  comfortable
Staffs nice and helpful.

Location near MRS, convenient for connections.",8,21-Aug-17,
Ascott Raffles Place Singapore (SG Clean),"The rooms are huge if you compare them against what you get at a mainstream or boutique hotels. Yes these are serviced apartments that provide short stay services, therefore you do not get the traditional warmth and attentiveness of a regular 5* hotels.

Nonetheless, all the expected luxuries are there which included large bathrooms with sperate shower cubicles, segregated living and bedroom areas, excellent house keeping, a reasonably lengthed pool and well equipped gym.

The best part is how that the hotel is right above Raffles Place station (Exit I), if you are looking for a good balance between cost, comfort and efficiency, this is the place to be.",10,27-Aug-17,
Ascott Raffles Place Singapore (SG Clean),"pretty good,but location is not good...",8,21-Aug-18,
Ascott Raffles Place Singapore (SG Clean),"Everything is good , but we have the bad experience with the traveler next door .. 3 am in the morning they are still having some kind of party .. talking .. walking .. laughing and we can hear these noise clearly. ",8,27-Aug-18,
Ascott Raffles Place Singapore (SG Clean),"Super Lage, direkt an der U-Bahn im Zentrum eine Strasse weg von der Marina Bay.",8,2-Oct-18,
Ascott Raffles Place Singapore (SG Clean),I always use this hotel for my biz trip. more spacious than other hotels and very kind staffs. I would recommend this hotel to my friends as well.,10,21-Oct-18,
Ascott Raffles Place Singapore (SG Clean),Inroom service and the restaurant can be improved.,6,17-Jan-19,
Ascott Raffles Place Singapore (SG Clean),Good Location,8,18-Jan-19,
Ascott Raffles Place Singapore (SG Clean),"Room was large and comfortable, and the location was perfect, being located in the center area (MRT is like 1 min). We were talikng that we would stay here again at first but on the 2nd day our room was not clearned properly, although we left the room with a request to clean it.

We were dissapointed as used cups were left on the table, no re-fill of tea bags/coffee, and bed was not made (it was exactly same as we left, messy). We put used towels in the tab, so they were gone and we found additional towels however, we wondered if they were new or used ones just being put back to the original place, because we had already lost trust in their cleaning staff already.",6,19-Feb-19,
Ascott Raffles Place Singapore (SG Clean),"Friendly staff, fast check in and out process, great location to marina sands bay, financial institutions and great restaurants & bars. Spacious room. However, limited tv channels and less than average breakfast and lunch experience. ",10,24-Mar-19,
Ascott Raffles Place Singapore (SG Clean),"Only 2 customer could be attended at the front desk at a time, and I often had to wait for a while.",10,2-Aug-19,
Ascott Raffles Place Singapore (SG Clean),Very good,10,13-Feb-20,
Ascott Raffles Place Singapore (SG Clean),"The check-in was swift, check out no hassle at all!
Raffles Mrt station is just 15 big steps, 20 big steps away!
No other hotel can beat that?
Most importantly, all my guest were amazed and genuinely mesmerized by the room's interior. Too good to be true.
Just like home, overseas.

Well done Ascott.",10,24-Jan-12,
Ascott Raffles Place Singapore (SG Clean),Well appointed and spacious room with better than average gym facilities. Unpretentious and friendly service.,10,21-Dec-11,
Ascott Raffles Place Singapore (SG Clean),"Very quiet and very helpful staff. In financial area so better fo business than leisure. Beautiful spacious room, but bath floors are marble (very slippery and no mat for shower). Pricey, but what isn't in Singapore?",8,7-Nov-11,
Ascott Raffles Place Singapore (SG Clean),The room is spacious anf comfortable,10,7-Nov-11,
Ascott Raffles Place Singapore (SG Clean),"What a lovely looking room we found at the Ascott Residences and Hotel in the Financial District of Singapore. Well appointed, modern and......... ouch, whatever were they thinking when they put the bed area on a slightly raised platform without markings or lighting to ensure that EVERY time you go to the toilet you stub your toe. And as for the bed - never was there a firmer mattress and that is NOT a compliment unless you like sleeping on a slab of concrete. Thank goodness for Bangkok as the next stop - the massage practitioners will have their work cut out repairing the damage that bed did to both of us. Otherwise, a beautiful redevelopment of an old office building. A stunning roof top pool that has you feeling like a fish in a tank, and clacking clacking high-heeled breakfast service included. But for the bed and bandaged toes, we would return. Unfortunately these minuses were enough to send us elsewhere next time.",4,4-Oct-11,
Ascott Raffles Place Singapore (SG Clean),Excellent rooms and location Pity about the service at breakfast.,8,29-Sep-11,
Ascott Raffles Place Singapore (SG Clean),"very good room, and it should be for the price. Walk to all- Singapore is very clean and safe. As some locals proclaimed, 'it should be, they use slave labor for all'. They import the construction workers, cleaners, etc. from other countries and pay them dirt. As tourist, we only see the beautiful surroundings, not what it took to get there. Full kitchen, friendly staff...",10,6-Mar-12,
Ascott Raffles Place Singapore (SG Clean),"The Ascott group has always maintained its usual high standard, quality set-up, that guests can always be guaranteed to a pleasant, full satisfactory stay the moment one stepped into its premise. Ascott never dissapoint their guests with the attention they paid to the tiniest detail. Thank you, and bravo to the entire team in Ascott.",10,27-Jul-11,
Ascott Raffles Place Singapore (SG Clean),"The hotel staff were very halpful and courteous. This made a lot of difference. Keep up the excellent customer service. I also love the L'Occitane toiletries, and the slippers - they don't have those good quality amenities anymore. Whenever I would be traveling, I would first look for an Ascott Hotel. It's so luxurious, but at reasonable price. They can improve their breakfast menu, though.",8,11-May-11,
Ascott Raffles Place Singapore (SG Clean),"Facilities: Brand new; Value: Great deal, Bargain, Fantastic; Service: Flawless, Remarkable, Outstanding; Cleanliness: Spotless, Immaculate, Pristine; 
",10,9-May-11,
Ascott Raffles Place Singapore (SG Clean),"Really enjoyed the stay, would stay again. My only niggle is being requested to pay 80 cents each for an extra tea bags.",10,2-May-10,
Ascott Raffles Place Singapore (SG Clean),"This is an excellent hotel with superb service. We had an executive studio with free internet -- it had plenty of space, the kitchen was nice to have, the washer and dryer came in handy. The rooftop garden was a pleasant surprise, don't miss it. The hotel is less than a block from an underground tunnel to the subway, a block to the La Pau Sat food court and mini-grocery, and two blocks to the Singapore Air hop-on-hop-off bus. Taxis are very inexpensive and easy to get from the hotel. This hotel is a winner, we would stay there again in a heartbeat.",10,1-Jan-10,
Ascott Raffles Place Singapore (SG Clean),"The Ascott serviced appartments more than live up to much more expensive options in singapore. Most of the features and service of a 5 star hotel for far less money. very convenient location - MRT at one corner and taxi stand at the other. One stop away from Raffles mall with supermarket , great shops and food. 1 minute walk from Lau Pa Sat food hall. The staff were very helpful and we were always greeted by name, they were happy to give directions or organise trips etc. The room was very comfortable with a beautiful marble bathroom, comfy beds, couch, desk, free internet, flat screen TV, dining table and chairs. There was a well equipped kitchen with high quality appliances - including espresso machine. Loads of cupboard space. We really enjoyed our stay and can not praise the hotel more!",10,14-Nov-09,
